2025-03-27 22:07:18 - Клик по координатам: (706, 976) с кнопкой right
2025-03-27 22:07:21 - Клик по координатам: (1332, 977) с кнопкой right
2025-03-27 22:07:23 - Клик по координатам: (34, 510) с кнопкой right
2025-03-27 22:07:26 - Клик по координатам: (691, 521) с кнопкой right
2025-03-27 22:07:28 - Клик по координатам: (37, 454) с кнопкой right
2025-03-27 22:07:31 - Клик по координатам: (693, 481) с кнопкой right
2025-03-27 22:07:34 - Клик по координатам: (1327, 475) с кнопкой right
2025-03-27 22:07:36 - Клик по координатам: (1330, 984) с кнопкой right
2025-03-27 22:07:49 - Клик по координатам: (1331, 484) с кнопкой right
2025-03-27 22:07:51 - Клик по координатам: (702, 983) с кнопкой right
2025-03-27 22:07:54 - Клик по координатам: (706, 976) с кнопкой right
2025-03-27 22:07:56 - Клик по координатам: (1332, 977) с кнопкой right
2025-03-27 22:07:59 - Клик по координатам: (34, 510) с кнопкой right
2025-03-27 22:08:02 - Клик по координатам: (691, 521) с кнопкой right
2025-03-27 22:08:04 - Клик по координатам: (37, 454) с кнопкой right
2025-03-27 22:08:07 - Клик по координатам: (693, 481) с кнопкой right
2025-03-27 22:08:09 - Клик по координатам: (1327, 475) с кнопкой right
2025-03-27 22:08:12 - Клик по координатам: (1330, 984) с кнопкой right
2025-03-27 22:08:24 - Клик по координатам: (1331, 484) с кнопкой right
2025-03-27 22:08:27 - Клик по координатам: (702, 983) с кнопкой right
2025-03-27 22:08:29 - Клик по координатам: (706, 976) с кнопкой right
2025-03-27 22:08:32 - Клик по координатам: (1332, 977) с кнопкой right
2025-03-27 22:08:35 - Клик по координатам: (34, 510) с кнопкой right
2025-03-27 22:08:37 - Клик по координатам: (691, 521) с кнопкой right
2025-03-27 22:08:40 - Клик по координатам: (37, 454) с кнопкой right
2025-03-27 22:08:42 - Клик по координатам: (693, 481) с кнопкой right
2025-03-27 22:08:45 - Клик по координатам: (1327, 475) с кнопкой right
2025-03-27 22:08:47 - Клик по координатам: (1330, 984) с кнопкой right
2025-03-27 22:09:00 - Клик по координатам: (1331, 484) с кнопкой right
2025-03-27 22:09:03 - Клик по координатам: (702, 983) с кнопкой right
2025-03-27 22:09:05 - Клик по координатам: (706, 976) с кнопкой right
2025-03-27 22:09:08 - Клик по координатам: (1332, 977) с кнопкой right
2025-03-27 22:09:10 - Клик по координатам: (34, 510) с кнопкой right
2025-03-27 22:09:13 - Клик по координатам: (691, 521) с кнопкой right
2025-03-27 22:09:15 - Клик по координатам: (37, 454) с кнопкой right
2025-03-27 22:09:18 - Клик по координатам: (693, 481) с кнопкой right
2025-03-27 22:09:21 - Клик по координатам: (1327, 475) с кнопкой right
2025-03-27 22:09:23 - Клик по координатам: (1330, 984) с кнопкой right
2025-03-27 22:09:36 - Клик по координатам: (1331, 484) с кнопкой right
2025-03-27 22:09:38 - Клик по координатам: (702, 983) с кнопкой right
2025-03-27 22:09:41 - Клик по координатам: (706, 976) с кнопкой right
2025-03-27 22:09:43 - Клик по координатам: (1332, 977) с кнопкой right
2025-03-27 22:09:46 - Клик по координатам: (34, 510) с кнопкой right
2025-03-27 22:09:49 - Клик по координатам: (691, 521) с кнопкой right
2025-03-27 22:09:51 - Клик по координатам: (37, 454) с кнопкой right
2025-03-27 22:09:54 - Клик по координатам: (693, 481) с кнопкой right
2025-03-27 22:09:56 - Клик по координатам: (1327, 475) с кнопкой right
2025-03-27 22:09:59 - Клик по координатам: (1330, 984) с кнопкой right
2025-03-27 22:10:11 - Клик по координатам: (1331, 484) с кнопкой right
2025-03-27 22:10:14 - Клик по координатам: (702, 983) с кнопкой right
2025-03-27 22:10:16 - Клик по координатам: (706, 976) с кнопкой right
2025-03-27 22:10:19 - Клик по координатам: (1332, 977) с кнопкой right
2025-03-27 22:10:22 - Клик по координатам: (34, 510) с кнопкой right
2025-03-27 22:10:24 - Клик по координатам: (691, 521) с кнопкой right
2025-03-27 22:10:27 - Клик по координатам: (37, 454) с кнопкой right
2025-03-27 22:10:29 - Клик по координатам: (693, 481) с кнопкой right
2025-03-27 22:10:32 - Клик по координатам: (1327, 475) с кнопкой right
2025-03-27 22:10:34 - Клик по координатам: (1330, 984) с кнопкой right
2025-03-27 22:10:47 - Клик по координатам: (1331, 484) с кнопкой right
2025-03-27 22:10:50 - Клик по координатам: (702, 983) с кнопкой right
2025-03-27 22:10:52 - Клик по координатам: (706, 976) с кнопкой right
2025-03-27 22:10:55 - Клик по координатам: (1332, 977) с кнопкой right
2025-03-27 22:10:57 - Клик по координатам: (34, 510) с кнопкой right
2025-03-27 22:11:00 - Клик по координатам: (691, 521) с кнопкой right
2025-03-27 22:11:02 - Клик по координатам: (37, 454) с кнопкой right
2025-03-27 22:11:05 - Клик по координатам: (693, 481) с кнопкой right
2025-03-27 22:11:08 - Клик по координатам: (1327, 475) с кнопкой right
2025-03-27 22:11:10 - Клик по координатам: (1330, 984) с кнопкой right
2025-03-27 22:11:23 - Клик по координатам: (1331, 484) с кнопкой right
2025-03-27 22:11:25 - Клик по координатам: (702, 983) с кнопкой right
2025-03-27 22:11:28 - Клик по координатам: (706, 976) с кнопкой right
2025-03-27 22:11:30 - Клик по координатам: (1332, 977) с кнопкой right
2025-03-27 22:11:33 - Клик по координатам: (34, 510) с кнопкой right
2025-03-27 22:11:36 - Клик по координатам: (691, 521) с кнопкой right
2025-03-27 22:11:38 - Клик по координатам: (37, 454) с кнопкой right
2025-03-27 22:11:41 - Клик по координатам: (693, 481) с кнопкой right
2025-03-27 22:11:43 - Клик по координатам: (1327, 475) с кнопкой right
2025-03-27 22:11:46 - Клик по координатам: (1330, 984) с кнопкой right
2025-03-27 22:11:58 - Клик по координатам: (1331, 484) с кнопкой right
2025-03-27 22:12:01 - Клик по координатам: (702, 983) с кнопкой right
2025-03-27 22:12:03 - Клик по координатам: (706, 976) с кнопкой right
2025-03-27 22:12:06 - Клик по координатам: (1332, 977) с кнопкой right
2025-03-27 22:12:09 - Клик по координатам: (34, 510) с кнопкой right
2025-03-27 22:12:11 - Клик по координатам: (691, 521) с кнопкой right
2025-03-27 22:12:14 - Клик по координатам: (37, 454) с кнопкой right
2025-03-27 22:12:16 - Клик по координатам: (693, 481) с кнопкой right
2025-03-27 22:12:19 - Клик по координатам: (1327, 475) с кнопкой right
2025-03-27 22:12:21 - Клик по координатам: (1330, 984) с кнопкой right
2025-03-27 22:12:34 - Клик по координатам: (1331, 484) с кнопкой right
2025-03-27 22:12:37 - Клик по координатам: (702, 983) с кнопкой right
2025-03-27 22:12:39 - Клик по координатам: (706, 976) с кнопкой right
2025-03-27 22:12:42 - Клик по координатам: (1332, 977) с кнопкой right
2025-03-27 22:12:44 - Клик по координатам: (34, 510) с кнопкой right
2025-03-27 22:12:47 - Клик по координатам: (691, 521) с кнопкой right
2025-03-27 22:12:49 - Клик по координатам: (37, 454) с кнопкой right
2025-03-27 22:12:52 - Клик по координатам: (693, 481) с кнопкой right
2025-03-27 22:12:55 - Клик по координатам: (1327, 475) с кнопкой right
2025-03-27 22:12:57 - Клик по координатам: (1330, 984) с кнопкой right
2025-03-27 22:13:10 - Клик по координатам: (1331, 484) с кнопкой right
2025-03-27 22:13:12 - Клик по координатам: (702, 983) с кнопкой right
2025-03-27 22:13:15 - Клик по координатам: (706, 976) с кнопкой right
2025-03-27 22:13:17 - Клик по координатам: (1332, 977) с кнопкой right
2025-03-27 22:13:20 - Клик по координатам: (34, 510) с кнопкой right
2025-03-27 22:13:23 - Клик по координатам: (691, 521) с кнопкой right
2025-03-27 22:13:25 - Клик по координатам: (37, 454) с кнопкой right
2025-03-27 22:13:28 - Клик по координатам: (693, 481) с кнопкой right
2025-03-27 22:13:30 - Клик по координатам: (1327, 475) с кнопкой right
2025-03-27 22:13:33 - Клик по координатам: (1330, 984) с кнопкой right
2025-03-27 22:13:45 - Клик по координатам: (1331, 484) с кнопкой right
2025-03-27 22:13:48 - Клик по координатам: (702, 983) с кнопкой right
2025-03-27 22:13:50 - Клик по координатам: (706, 976) с кнопкой right
2025-03-27 22:13:53 - Клик по координатам: (1332, 977) с кнопкой right
2025-03-27 22:13:56 - Клик по координатам: (34, 510) с кнопкой right
2025-03-27 22:13:58 - Клик по координатам: (691, 521) с кнопкой right
2025-03-27 22:14:01 - Клик по координатам: (37, 454) с кнопкой right
2025-03-27 22:14:03 - Клик по координатам: (693, 481) с кнопкой right
2025-03-27 22:14:06 - Клик по координатам: (1327, 475) с кнопкой right
2025-03-27 22:14:08 - Клик по координатам: (1330, 984) с кнопкой right
2025-03-27 22:14:21 - Клик по координатам: (1331, 484) с кнопкой right
2025-03-27 22:14:24 - Клик по координатам: (702, 983) с кнопкой right
2025-03-27 22:14:26 - Клик по координатам: (706, 976) с кнопкой right
2025-03-27 22:14:29 - Клик по координатам: (1332, 977) с кнопкой right
2025-03-27 22:14:31 - Клик по координатам: (34, 510) с кнопкой right
2025-03-27 22:14:34 - Клик по координатам: (691, 521) с кнопкой right
2025-03-27 22:14:36 - Клик по координатам: (37, 454) с кнопкой right
2025-03-27 22:14:39 - Клик по координатам: (693, 481) с кнопкой right
2025-03-27 22:14:42 - Клик по координатам: (1327, 475) с кнопкой right
2025-03-27 22:14:44 - Клик по координатам: (1330, 984) с кнопкой right
2025-03-27 22:14:57 - Клик по координатам: (1331, 484) с кнопкой right
2025-03-27 22:14:59 - Клик по координатам: (702, 983) с кнопкой right
2025-03-27 22:15:02 - Клик по координатам: (706, 976) с кнопкой right
2025-03-27 22:15:04 - Клик по координатам: (1332, 977) с кнопкой right
2025-03-27 22:15:07 - Клик по координатам: (34, 510) с кнопкой right
2025-03-27 22:15:09 - Клик по координатам: (691, 521) с кнопкой right
2025-03-27 22:15:12 - Клик по координатам: (37, 454) с кнопкой right
2025-03-27 22:15:15 - Клик по координатам: (693, 481) с кнопкой right
2025-03-27 22:15:17 - Клик по координатам: (1327, 475) с кнопкой right
2025-03-27 22:15:20 - Клик по координатам: (1330, 984) с кнопкой right
2025-03-27 22:15:32 - Клик по координатам: (1331, 484) с кнопкой right
2025-03-27 22:15:35 - Клик по координатам: (702, 983) с кнопкой right
2025-03-27 22:15:37 - Клик по координатам: (706, 976) с кнопкой right
2025-03-27 22:15:40 - Клик по координатам: (1332, 977) с кнопкой right
2025-03-27 22:15:43 - Клик по координатам: (34, 510) с кнопкой right
2025-03-27 22:15:45 - Клик по координатам: (691, 521) с кнопкой right
2025-03-27 22:15:48 - Клик по координатам: (37, 454) с кнопкой right
2025-03-27 22:15:50 - Клик по координатам: (693, 481) с кнопкой right
